"","ï..Operator","Station.Unit","Zone","PTID","Town","County","State","In.Service.Date","MW..W.","Sum","Win","Sum.1","Win.1","Dual","Unit.Type","Type.1","Type.2","GWH..W.","Notes","Unit.Type.Expanded","State_Name","County_Name","City"
"498","New York State Elec.& Gas Corp","Waterloo 4","C",5022,"Waterloo",99,36,"6/1/1998",0.5,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Seneca","Waterloo"
"499","New York State Elec.& Gas Corp","Cadyville 1","D",23628,"Schuyler Falls",19,36,"8/1/1921",1.2,1,1,1.2,1.2,"","HY","WAT","",0,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"500","New York State Elec.& Gas Corp","Cadyville 2","D",23628,"Schuyler Falls",19,36,"8/1/1921",1.2,1,1,1.2,1.2,"","HY","WAT","",6.6,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"501","New York State Elec.& Gas Corp","Cadyville 3","D",23628,"Schuyler Falls",19,36,"9/1/1986",3.1,2.7,2.7,3.1,3.1,"","HY","WAT","",21.5,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"502","New York State Elec.& Gas Corp","High Falls 1","D",23628,"Saranac",19,36,"8/1/1948",4,4.3,4.3,4,4,"","HY","WAT","",27.4,"","Conventional Hydro","New York","Clinton","Saranac"
"503","New York State Elec.& Gas Corp","High Falls 2","D",23628,"Saranac",19,36,"8/1/1949",4,4.3,4.3,4,4,"","HY","WAT","",20.6,"","Conventional Hydro","New York","Clinton","Saranac"
"504","New York State Elec.& Gas Corp","High Falls 3","D",23628,"Saranac",19,36,"8/1/1956",7,8.2,8.2,7,7,"","HY","WAT","",10.6,"","Conventional Hydro","New York","Clinton","Saranac"
"505","New York State Elec.& Gas Corp","Kent Falls 1","D",23628,"Schuyler Falls",19,36,"8/1/1928",3.6,3,3,3.6,3.6,"","HY","WAT","",4.2,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"506","New York State Elec.& Gas Corp","Kent Falls 2","D",23628,"Schuyler Falls",19,36,"8/1/1928",3.6,3,3,3.6,3.6,"","HY","WAT","",0,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"507","New York State Elec.& Gas Corp","Kent Falls 3","D",23628,"Schuyler Falls",19,36,"7/1/1985",6.4,6,6,6.4,6.4,"","HY","WAT","",8.5,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"508","New York State Elec.& Gas Corp","Mill C 1","D",23628,"Plattsburgh",19,36,"8/1/1944",1,0.9,0.9,1,1,"","HY","WAT","",5.1,"","Conventional Hydro","New York","Clinton","Plattsburgh"
"509","New York State Elec.& Gas Corp","Mill C 2","D",23628,"Plattsburgh",19,36,"8/1/1943",1.2,1.2,1.2,1.2,1.2,"","HY","WAT","",5.2,"","Conventional Hydro","New York","Clinton","Plattsburgh"
"510","New York State Elec.& Gas Corp","Mill C 3","D",23628,"Plattsburgh",19,36,"11/1/1984",3.8,3.7,3.7,3.8,3.8,"","HY","WAT","",21.4,"","Conventional Hydro","New York","Clinton","Plattsburgh"
"511","New York State Elec.& Gas Corp","Rainbow Falls 1","D",23628,"Ausable",19,36,"8/1/1926",1.3,1.5,1.5,1.3,1.3,"","HY","WAT","",0,"","Conventional Hydro","New York","Clinton","Ausable"
"512","New York State Elec.& Gas Corp","Rainbow Falls 2","D",23628,"Ausable",19,36,"8/1/1927",1.3,1.5,1.5,1.3,1.3,"","HY","WAT","",0,"","Conventional Hydro","New York","Clinton","Ausable"
"513","New York State Elec.& Gas Corp","Mechanicville 1","F",23645,"Stillwater",91,36,"9/1/1983",9.2,10,10,9.2,9.3,"","HY","WAT","",41.3,"","Conventional Hydro","New York","Saratoga","Stillwater"
"514","New York State Elec.& Gas Corp","Mechanicville 2","F",23645,"Stillwater",91,36,"9/1/1983",9.3,10,10,9.3,9.3,"","HY","WAT","",30.4,"","Conventional Hydro","New York","Saratoga","Stillwater"
"515","New York State Elec.& Gas Corp","Lower Saranac 1","D",23913,"Schuyler Falls",19,36,"10/1/1990",3.2,3.5,3.5,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"516","New York State Elec.& Gas Corp","Lower Saranac 2","D",23913,"Schuyler Falls",19,36,"10/1/1990",3.2,3.5,3.5,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"517","New York State Elec.& Gas Corp","Lower Saranac 3","D",23913,"Schuyler Falls",19,36,"10/1/1990",0.3,2.9,2.9,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Clinton","Schuyler Falls"
"518","Niagara Mohawk Power Corp","Boralex - Hudson Falls","F",24011,"Hudson Falls",115,36,"10/1/1995",44,43.7,43.7,0,0,"","HY","WAT","",241.6,"","Conventional Hydro","New York","Washington","Hudson Falls"
"519","Niagara Mohawk Power Corp","Boralex - South Glens Falls","F",24028,"Moreau",91,36,"12/1/1994",13.8,14.8,14.8,0,0,"","HY","WAT","",83.7,"","Conventional Hydro","New York","Saratoga","Moreau"
"520","Niagara Mohawk Power Corp","CHI-LaChute","F",1654,"Ticonderoga",31,36,"12/1/1987",9,8.9,8.9,0,0,"","HY","WAT","",30.9,"","Conventional Hydro","New York","Essex","Ticonderoga"
"521","Niagara Mohawk Power Corp","Fortis - Dolgeville","E",23807,"Dolgeville",43,36,"7/1/1985",5,6.3,6.3,0,0,"","HY","WAT","",0.1,"","Conventional Hydro","New York","Herkimer","Dolgeville"
"522","Niagara Mohawk Power Corp","Fortis - Energy -Philadelphia","E",1656,"Philadelphia",45,36,"8/1/1986",3.6,3.2,3.2,0,0,"","HY","WAT","",12.6,"","Conventional Hydro","New York","Jefferson","Philadelphia"
"523","Niagara Mohawk Power Corp","Fortis - Energy -Moose River","E",24016,"Lyonsdale",49,36,"9/1/1987",12.6,12,12,0,0,"","HY","WAT","",64.9,"","Conventional Hydro","New York","Lewis","Lyonsdale"
"524","Niagara Mohawk Power Corp","General Mills Inc","A",23808,"Buffalo",29,36,"12/1/1988",3.8,3.8,5,0,0,"","GT","NG","",2.8,"","Combustion Turbine","New York","Erie","Buffalo"
"525","Niagara Mohawk Power Corp","Inernational Paper -Curtis","F",1655,"Corinth",91,36,"1/1/1986",9.8,30.8,30.8,0,0,"","HY","WAT","",371.5,"G","Conventional Hydro","New York","Saratoga","Corinth"
"526","Niagara Mohawk Power Corp","Inernational Paper -Palmer","F",1655,"Corinth",91,36,"1/1/1986",49.2,30.8,30.8,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Saratoga","Corinth"
"527","Niagara Mohawk Power Corp","Little Falls Hydro","E",24013,"Little Falls",43,36,"1/1/1987",13,12.6,12.6,0,0,"","HY","WAT","",62.1,"","Conventional Hydro","New York","Herkimer","Little Falls"
"528","Niagara Mohawk Power Corp","Onondaga County","C",23987,"North Syracuse",67,36,"12/1/1994",39.5,32.6,32.6,0,0,"","ST","REF","",221.8,"","Steam Turbine (Fossil)","New York","Onondaga","North Syracuse"
"529","Niagara Mohawk Power Corp","Pyrites Assoc.","E",24023,"Canton",89,36,"12/1/1985",8.2,7.5,7.5,0,0,"","HY","WAT","",35.4,"","Conventional Hydro","New York","St Lawrence","Canton"
"530","Niagara Mohawk Power Corp","Adams Hydro","E",23633,"Adams",45,36,"11/1/1987",0.2,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Jefferson","Adams"
"531","Niagara Mohawk Power Corp","Algon.-Herkimer","E",23633,"Herkimer",43,36,"12/1/1987",1.6,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Herkimer","Herkimer"
"532","Niagara Mohawk Power Corp","Algon.-Otter Creek","E",23633,"Greig",49,36,"11/1/1986",0.5,0,0,0,0,"","HY","WAT","",0.9,"","Conventional Hydro","New York","Lewis","Greig"
"533","Niagara Mohawk Power Corp","Allied Frozen Storage","A",23774,"Cheektowaga",29,36,"5/1/2008",0.1,0,0,0,0,"","IC","NG","",0,"","Internal Combustion","New York","Erie","Cheektowaga"
"534","Niagara Mohawk Power Corp","Azure Mountain","D",24055,"St. Regis Falls",33,36,"8/1/1993",0.6,0,0,0,0,"","HY","WAT","",2.8,"","Conventional Hydro","New York","Franklin","St. Regis Falls"
"535","Niagara Mohawk Power Corp","Beaver Falls #1","E",23633,"Beaver Falls",49,36,"1/1/1986",1.5,0,0,0,0,"","HY","WAT","",10.6,"","Conventional Hydro","New York","Lewis","Beaver Falls"
"536","Niagara Mohawk Power Corp","Beaver Falls #2","E",23633,"Beaver Falls",49,36,"1/1/1986",1,0,0,0,0,"","HY","WAT","",5.9,"","Conventional Hydro","New York","Lewis","Beaver Falls"
"537","Niagara Mohawk Power Corp","Bellows Towers","D",24055,"Malone",33,36,"6/1/1987",0.2,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","Franklin","Malone"
"538","Niagara Mohawk Power Corp","Black River Hyd#1 - Rock Isl.","E",23633,"Port Leyden",49,36,"7/1/1984",1.9,0,0,0,0,"","HY","WAT","",5,"","Conventional Hydro","New York","Lewis","Port Leyden"
"539","Niagara Mohawk Power Corp","Black River Hyd#2 - Pt .Leyden","E",23633,"Port Leyden",49,36,"12/1/1985",1.6,0,0,0,0,"","HY","WAT","",2.3,"","Conventional Hydro","New York","Lewis","Port Leyden"
"540","Niagara Mohawk Power Corp","Black River Hyd#3- Denley","E",23633,"Port Leyden",49,36,"7/1/1984",2.2,0,0,0,0,"","HY","WAT","",17.3,"","Conventional Hydro","New York","Lewis","Port Leyden"
"541","Niagara Mohawk Power Corp","Boralex - Middle Falls","F",23643,"Easton",115,36,"12/1/1989",2.2,0,0,0,0,"","HY","WAT","",10.7,"","Conventional Hydro","New York","Washington","Easton"
"542","Niagara Mohawk Power Corp","Burrstone EC, LLC U ","E",23633,"Utica",65,36,"11/1/2009",1.1,0,0,0,0,"","IC","NG","",1,"","Internal Combustion","New York",NA,"Utica"
"543","Niagara Mohawk Power Corp","Burrstone EC, LLC LU","E",23633,"Utica",65,36,"11/1/2009",2.2,0,0,0,0,"","IC","NG","",0.2,"","Internal Combustion","New York",NA,"Utica"
"544","Niagara Mohawk Power Corp","Burt Dam Hydro","A",23774,"Burt",63,36,"12/1/1987",0.6,0,0,0,0,"","HY","WAT","",1.8,"","Conventional Hydro","New York","Niagara","Burt"
"545","Niagara Mohawk Power Corp","C.H.I. (Dexter) Hydro","E",23633,"Dexter",45,36,"1/1/1988",4.2,0,0,0,0,"","HY","WAT","",22.2,"","Conventional Hydro","New York","Jefferson","Dexter"
"546","Niagara Mohawk Power Corp","C.H.I. (Diamond Is)","E",23633,"Watertown",45,36,"1/1/1986",1.2,0,0,0,0,"","HY","WAT","",7.1,"","Conventional Hydro","New York","Jefferson","Watertown"
"547","Niagara Mohawk Power Corp","C.H.I. (Fowler)","E",23633,"Fowler",49,36,"1/1/1986",0.6,0,0,0,0,"","HY","WAT","",4.9,"","Conventional Hydro","New York","Lewis","Fowler"
"548","Niagara Mohawk Power Corp","C.H.I. (Hailsboro #3)","E",23633,"Hailsboro",89,36,"1/1/1986",0.8,0,0,0,0,"","HY","WAT","",4.8,"","Conventional Hydro","New York","St Lawrence","Hailsboro"
"549","Niagara Mohawk Power Corp","C.H.I. (Hailsboro #4)","E",23633,"Hailsboro",89,36,"1/1/1986",1.4,0,0,0,0,"","HY","WAT","",13.2,"","Conventional Hydro","New York","St Lawrence","Hailsboro"
"550","Niagara Mohawk Power Corp","C.H.I. (Hailsboro #6)","E",23633,"Hailsboro",89,36,"1/1/1986",0.8,0,0,0,0,"","HY","WAT","",5.5,"","Conventional Hydro","New York","St Lawrence","Hailsboro"
"551","Niagara Mohawk Power Corp","C.H.I. (Theresa)","E",23633,"Theresa",89,36,"1/1/1986",1.3,0,0,0,0,"","HY","WAT","",8.8,"","Conventional Hydro","New York","St Lawrence","Theresa"
"552","Niagara Mohawk Power Corp","Cal Ban Power","A",23774,"Allegany",3,36,"6/1/1995",0.1,0,0,0,0,"","IC","NG","",NA,"","Internal Combustion","New York","Allegany","Allegany"
"553","Niagara Mohawk Power Corp","Cellu-Tissue Coro - Nat. Dam","E",23633,"Gouverneur",89,36,"1/1/1986",1,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","St Lawrence","Gouverneur"
"554","Niagara Mohawk Power Corp","Champlain Spinner","F",23643,"Whitehall",31,36,"7/1/1992",0.4,0,0,0,0,"","HY","WAT","",1.4,"","Conventional Hydro","New York","Essex","Whitehall"
"555","Niagara Mohawk Power Corp","Chittenden Falls","F",23643,"Stuyvesant",21,36,"12/1/1995",0.6,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Columbia","Stuyvesant"
"556","Niagara Mohawk Power Corp","Christine Falls Hydro","F",23643,"Wells",41,36,"12/1/1987",0.9,0,0,0,0,"","HY","WAT","",3.3,"","Conventional Hydro","New York","Hamilton","Wells"
"557","Niagara Mohawk Power Corp","City o Oswego (High Dam)","C",23634,"Oswego",75,36,"2/1/1994",11.9,0,0,0,0,"","HY","WAT","",50.6,"","Conventional Hydro","New York","Oswego","Oswego"
"558","Niagara Mohawk Power Corp","City of Utica - Sand Road","E",23633,"Utica",65,36,"5/1/1993",0.2,0,0,0,0,"","HY","WAT","",1.2,"","Conventional Hydro","New York",NA,"Utica"
"559","Niagara Mohawk Power Corp","City of Utica - Trenton Falls","E",23633,"Utica",65,36,"2/1/1993",0.2,0,0,0,0,"","HY","WAT","",0.7,"","Conventional Hydro","New York",NA,"Utica"
"560","Niagara Mohawk Power Corp","City of Watertown","E",23633,"Watertown",45,36,"1/1/1986",8.1,0,0,0,0,"","HY","WAT","",18.8,"","Conventional Hydro","New York","Jefferson","Watertown"
"561","Niagara Mohawk Power Corp","City of Watervliet Hydro","F",23643,"Guilderland",1,36,"1/1/1986",1.5,0,0,0,0,"","HY","WAT","",3,"","Conventional Hydro","New York","Albany","Guilderland"
"562","Niagara Mohawk Power Corp","Cons. HY-Victory","F",23643,"Victory Falls",91,36,"12/1/1986",1.7,0,0,0,0,"","HY","WAT","",6.9,"","Conventional Hydro","New York","Saratoga","Victory Falls"
"563","Niagara Mohawk Power Corp","Copenhagen Assoc.","E",23633,"Copenhagen",49,36,"1/1/1986",3.3,0,0,0,0,"","HY","WAT","",11.4,"","Conventional Hydro","New York","Lewis","Copenhagen"
"564","Niagara Mohawk Power Corp","Cottrell Paper","F",23643,"Rock City Falls",91,36,"1/1/1987",0.3,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","Saratoga","Rock City Falls"
"565","Niagara Mohawk Power Corp","Cranberry Lake","E",23633,"Cranberry Lake",49,36,"12/1/1987",0.5,0,0,0,0,"","HY","WAT","",2.1,"","Conventional Hydro","New York","Lewis","Cranberry Lake"
"566","Niagara Mohawk Power Corp","Edison Hydro Electric","F",23643,"Stottville",21,36,"11/1/2009",0.3,0,0,0,0,"","HY","WAT","",1,"","Conventional Hydro","New York","Columbia","Stottville"
"567","Niagara Mohawk Power Corp","Empire Hydro Partners","E",23633,"Port Leyden",49,36,"11/1/1984",1,0,0,0,0,"","HY","WAT","",4.7,"","Conventional Hydro","New York","Lewis","Port Leyden"
"568","Niagara Mohawk Power Corp","Finch PaperLLC - Glens Falls","F",23643,"Glens Falls",113,36,"11/1/2009",11.8,0,0,0,0,"","HY","WAT","",0.3,"","Conventional Hydro","New York","Warren","Glens Falls"
"569","Niagara Mohawk Power Corp","Finch Pruyn","F",23643,"Glens Falls",113,36,"12/1/1989",29,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Warren","Glens Falls"
"570","Niagara Mohawk Power Corp","Forestport Hydro","E",23633,"Forestport",65,36,"12/1/1987",3.4,0,0,0,0,"","HY","WAT","",12.7,"","Conventional Hydro","New York",NA,"Forestport"
"571","Niagara Mohawk Power Corp","Fort Miller Assoc","F",23643,"Schuylerville",91,36,"10/1/1985",5,0,0,0,0,"","HY","WAT","",27.4,"","Conventional Hydro","New York","Saratoga","Schuylerville"
"572","Niagara Mohawk Power Corp","Fortis Energy -Diana","E",23633,"Diana",49,36,"7/1/1985",1.8,0,0,0,0,"","HY","WAT","",7.7,"","Conventional Hydro","New York","Lewis","Diana"
"573","Niagara Mohawk Power Corp","Franklin Hydro","D",24055,"Franklin Falls",33,36,"3/1/1995",0.3,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Franklin","Franklin Falls"
"574","Niagara Mohawk Power Corp","Gloversville Johnstown WWT","F",23643,"Gloversville",35,36,"1/1/2010",0.7,0,0,0,0,"","IC","MTE","",1.4,"","Internal Combustion","New York","Fulton","Gloversville"
"575","Niagara Mohawk Power Corp","Green Island Power Authority","F",23643,"Green Island",1,36,"1/1/1971",6,0,0,0,0,"","HY","WAT","",41.1,"","Conventional Hydro","New York","Albany","Green Island"
"576","Niagara Mohawk Power Corp","Hewittville Hydro","E",23633,"Potsdam",89,36,"7/1/1984",3,0,0,0,0,"","HY","WAT","",16,"","Conventional Hydro","New York","St Lawrence","Potsdam"
"577","Niagara Mohawk Power Corp","Hollings&Vose-Center","F",23643,"Easton",115,36,"1/1/1986",0.4,0,0,0,0,"","HY","WAT","",0.6,"","Conventional Hydro","New York","Washington","Easton"
"578","Niagara Mohawk Power Corp","Hollings&Vose-Lower","F",23643,"Easton",115,36,"1/1/1986",0.4,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","Washington","Easton"
"579","Niagara Mohawk Power Corp","Hollings&Vose-Upper","F",23643,"Easton",115,36,"1/1/1986",0.4,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Washington","Easton"
"580","Niagara Mohawk Power Corp","Hollow Dam Power","E",23633,"Saint Lawrence",89,36,"12/1/1987",1,0,0,0,0,"","HY","WAT","",3.4,"","Conventional Hydro","New York","St Lawrence","Saint Lawrence"
"581","Niagara Mohawk Power Corp","Hoosick Falls","F",23643,"Hoosick Falls",83,36,"8/1/1988",0.6,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Rensselaer","Hoosick Falls"
"582","Niagara Mohawk Power Corp","Hydrocarbon-Algny","A",23774,"Allegany",3,36,"12/1/1992",0.2,0,0,0,0,"","IC","NG","",NA,"","Internal Combustion","New York","Allegany","Allegany"
"583","Niagara Mohawk Power Corp","Indian Falls HY","E",23633,"Theresa",45,36,"1/1/1986",0.3,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","Jefferson","Theresa"
"584","Niagara Mohawk Power Corp","Kayuta Lake","E",23633,"Kayuta",65,36,"5/1/1988",0.4,0,0,0,0,"","HY","WAT","",2,"","Conventional Hydro","New York",NA,"Kayuta"
"585","Niagara Mohawk Power Corp","Kings Falls","E",23633,"Copenhagen",49,36,"5/1/1988",1.6,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Lewis","Copenhagen"
"586","Niagara Mohawk Power Corp","Laidlaw Energy","A",23774,"Ellicottville",9,36,"7/1/1991",3.4,0,0,0,0,"","GT","NG","",NA,"","Combustion Turbine","New York","Cattaraugus","Ellicottville"
"587","Niagara Mohawk Power Corp","Laidlaw Energy","A",23774,"Ellicottville",9,36,"7/1/1991",2.4,0,0,0,0,"","ST","NG","",NA,"","Steam Turbine (Fossil)","New York","Cattaraugus","Ellicottville"
"588","Niagara Mohawk Power Corp","Long Falls Hydro","E",23633,"Carthage",45,36,"6/1/1991",3.3,0,0,0,0,"","HY","WAT","",13.5,"","Conventional Hydro","New York","Jefferson","Carthage"
"589","Niagara Mohawk Power Corp","LyonsdaleAssoc.(Burrows)","E",23633,"Lyons Falls",49,36,"7/1/1984",3,0,0,0,0,"","HY","WAT","",13.4,"","Conventional Hydro","New York","Lewis","Lyons Falls"
"590","Niagara Mohawk Power Corp","Mechanicville","F",23643,"Halfmoon",91,36,"3/1/2005",3.8,0,0,0,0,"","HY","WAT","",22.8,"","Conventional Hydro","New York","Saratoga","Halfmoon"
"591","Niagara Mohawk Power Corp","Mount Ida Hydro","F",23643,"Troy",83,36,"1/1/1986",3,0,0,0,0,"","HY","WAT","",8.7,"","Conventional Hydro","New York","Rensselaer","Troy"
"592","Niagara Mohawk Power Corp","Mountainaire Massage Spa","F",23643,"Wevertown",113,36,"11/1/2009",NA,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Warren","Wevertown"
"593","Niagara Mohawk Power Corp","Newport Hydro Assoc","E",23633,"Newport",43,36,"12/1/1987",1.7,0,0,0,0,"","HY","WAT","",8.1,"","Conventional Hydro","New York","Herkimer","Newport"
"594","Niagara Mohawk Power Corp","Northbrook Carthage","E",23633,"Carthage",45,36,"1/1/1986",4.4,0,0,0,0,"","HY","WAT","",25.6,"","Conventional Hydro","New York","Jefferson","Carthage"
"595","Niagara Mohawk Power Corp","Nottingham High School","C",23634,"Syracuse",67,36,"6/1/1988",0.2,0,0,0,0,"","CG","NG","",NA,"","Cogeneration","New York","Onondaga","Syracuse"
"596","Niagara Mohawk Power Corp","Oakvale Construction","D",24055,"Wilmington",31,36,"11/1/2009",0.4,0,0,0,0,"","HY","WAT","",2.1,"","Conventional Hydro","New York","Essex","Wilmington"
"597","Niagara Mohawk Power Corp","Ogdensburg Hydro","E",23633,"Ogdensburg",89,36,"12/1/1987",3.5,0,0,0,0,"","HY","WAT","",13.9,"","Conventional Hydro","New York","St Lawrence","Ogdensburg"
"598","Niagara Mohawk Power Corp","Onondaga Energy Partners","C",23634,"Onondaga",67,36,"12/1/1987",1.4,0,0,0,0,"","IC","MTE","",0,"","Internal Combustion","New York","Onondaga","Onondaga"
"599","Niagara Mohawk Power Corp","Oswego County","C",23634,"Oswego",75,36,"3/1/1986",3.6,0,0,0,0,"","ST","REF","",4.7,"","Steam Turbine (Fossil)","New York","Oswego","Oswego"
"600","Niagara Mohawk Power Corp","Oswego Hydro Partners LP","C",23634,"Phoenix",75,36,"12/1/1990",3.4,0,0,0,0,"","HY","WAT","",11.5,"","Conventional Hydro","New York","Oswego","Phoenix"
"601","Niagara Mohawk Power Corp","Riverrat Glass & Electric","F",23643,"Wadhams",31,36,"1/1/1986",0.6,0,0,0,0,"","HY","WAT","",1.9,"","Conventional Hydro","New York","Essex","Wadhams"
"602","Niagara Mohawk Power Corp","andy Hollow Hydro Assoc.","E",23633,"Sandy Hollow",45,36,"9/1/1986",0.6,0,0,0,0,"","HY","WAT","",1,"","Conventional Hydro","New York","Jefferson","Sandy Hollow"
"603","Niagara Mohawk Power Corp","Seneca Limited","C",23634,"Syracuse",67,36,"12/1/1985",0.2,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Onondaga","Syracuse"
"604","Niagara Mohawk Power Corp","St.","E",23633,"Utica",65,36,"2/1/2012",0.6,0,0,0,0,"","IC","NG","",0.1,"","Internal Combustion","New York",NA,"Utica"
"605","Niagara Mohawk Power Corp","Stevens&Thompson Paper","F",23643,"Middle Falla",115,36,"12/1/1987",10.5,0,0,0,0,"","HY","WAT","",28.5,"","Conventional Hydro","New York","Washington","Middle Falla"
"606","Niagara Mohawk Power Corp","Stillwater Assoc","E",23633,"Webb",43,36,"1/1/1987",1.8,0,0,0,0,"","HY","WAT","",7.4,"","Conventional Hydro","New York","Herkimer","Webb"
"607","Niagara Mohawk Power Corp","Stillwater Hydro Partners LP","F",23643,"Stillwater",91,36,"4/1/1993",3.4,0,0,0,0,"","HY","WAT","",15.3,"","Conventional Hydro","New York","Saratoga","Stillwater"
"608","Niagara Mohawk Power Corp","Stuyvesant Falls Hydro","F",23643,"Stuyvesant",21,36,"2/1/2013",7,0,0,0,0,"","HY","WAT","",14.6,"","Conventional Hydro","New York","Columbia","Stuyvesant"
"609","Niagara Mohawk Power Corp","Sustainable BioelectricLLC","A",23774,"Wheatfield",63,36,"3/1/2014",0.6,0,0,0,0,"","IC","MTE","",0.8,"","Internal Combustion","New York","Niagara","Wheatfield"
"610","Niagara Mohawk Power Corp","Synergics - Middle Greenwich","F",23643,"Greenwich",115,36,"12/1/1987",0.2,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","Washington","Greenwich"
"611","Niagara Mohawk Power Corp","Synergics - Union Falls","D",24055,"Union Falls",19,36,"12/1/1987",3,0,0,0,0,"","HY","WAT","",8.5,"","Conventional Hydro","New York","Clinton","Union Falls"
"612","Niagara Mohawk Power Corp","Synergics - Upper Greenwich","F",23643,"Greenwich",115,36,"12/1/1987",0.4,0,0,0,0,"","HY","WAT","",0,"","Conventional Hydro","New York","Washington","Greenwich"
"613","Niagara Mohawk Power Corp","Tannery Island","E",23633,"Carthage",45,36,"1/1/1986",1.5,0,0,0,0,"","HY","WAT","",9.3,"","Conventional Hydro","New York","Jefferson","Carthage"
"614","Niagara Mohawk Power Corp","Town of Wells (Lake Algon.)","F",23643,"Wells",41,36,"12/1/1987",0.5,0,0,0,0,"","HY","WAT","",1.8,"","Conventional Hydro","New York","Hamilton","Wells"
"615","Niagara Mohawk Power Corp","Tri-City JATC","F",23643,"Latham",1,36,"11/1/2009",NA,0,0,0,0,"","IC","NG","",NA,"","Internal Combustion","New York","Albany","Latham"
"616","Niagara Mohawk Power Corp","Unionville Hydro","E",23633,"Potsdam",89,36,"7/1/1984",3,0,0,0,0,"","HY","WAT","",15.8,"","Conventional Hydro","New York","St Lawrence","Potsdam"
"617","Niagara Mohawk Power Corp","United States Gypsum","B",23774,"Batavia",37,36,"11/1/2009",5.8,0,0,0,0,"","CG","NG","",1.1,"","Cogeneration","New York","Genesee","Batavia"
"618","Niagara Mohawk Power Corp","Valatie Falls","F",23643,"Valatie",21,36,"12/1/1992",0.1,0,0,0,0,"","HY","WAT","",0.5,"","Conventional Hydro","New York","Columbia","Valatie"
"619","Niagara Mohawk Power Corp","Valley Falls Assoc","F",23643,"Valley Falls",83,36,"8/1/1985",2.5,0,0,0,0,"","HY","WAT","",9,"","Conventional Hydro","New York","Rensselaer","Valley Falls"
"620","Niagara Mohawk Power Corp","Village of Gouverneur","E",23633,"Gouverneur",89,36,"1/1/1986",0.1,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","St Lawrence","Gouverneur"
"621","Niagara Mohawk Power Corp","Village of Potsdam","E",23633,"Potsdam",89,36,"1/1/1986",0.8,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","St Lawrence","Potsdam"
"622","Niagara Mohawk Power Corp","Village of Potsdam 2","E",23633,"Potsdam",89,36,"4/1/2014",0.5,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","St Lawrence","Potsdam"
"623","Niagara Mohawk Power Corp","Village of Saranac Lake","D",24055,"Saranake Lake",33,36,"12/1/1996",0.2,0,0,0,0,"","HY","WAT","",0.6,"","Conventional Hydro","New York","Franklin","Saranake Lake"
"624","Niagara Mohawk Power Corp","Wave Hydro LLC","C",23634,"Baldwinsville",67,36,"2/7/2010",0.8,0,0,0,0,"","HY","WAT","",0.3,"","Conventional Hydro","New York","Onondaga","Baldwinsville"
"625","Niagara Wind Power LLC","Steel Wind","A",323596,"Lackawanna",29,36,"1/23/2007",20,0,0,0,0,"","WT","WND","",51.8,"","Wind Turbine","New York","Erie","Lackawanna"
"626","Nine Mile Point Nuclear Station LLC","Nine Mile Point 1","C",23575,"Scriba",75,36,"11/1/1969",641.8,630.5,630.5,624.9,627.2,"","NB","UR","",5024.4,"","Steam (BWR Nuclear)","New York","Oswego","Scriba"
"627","Nine Mile Point Nuclear Station LLC","Nine Mile Point 2","C",23744,"Scriba",75,36,"8/1/1988",1399,1246.6,1246.6,1291.7,1302.7,"","NB","UR","",11016.4,"","Steam (BWR Nuclear)","New York","Oswego","Scriba"
