"","ï..Operator","Station.Unit","Zone","PTID","Town","County","State","In.Service.Date","MW..W.","Sum","Win","Sum.1","Win.1","Dual","Unit.Type","Type.1","Type.2","GWH..W.","Notes","Unit.Type.Expanded","State_Name","County_Name","City"
"364","Jericho Rise Wind Farm LLC","Jericho Rise Wind Farm","D",323719,"Chateaugay",33,36,"12/1/2016",77.7,77.7,77.7,77.7,77.7,"","WT","WND","",246.3,"","Wind Turbine","New York","Franklin","Chateaugay"
"365","Tenaska Power Services Co","Freeport CT 1","K",23764,"Freeport",59,36,"6/1/2004",60,48.3,51.3,46.2,46.4,"YES","GT","NG","FO2",85.7,"","Combustion Turbine","New York","Nassau","Freeport"
"366","Long Island Power Authority","Babylon (RR)","K",323704,"Babylon",103,36,"4/1/1989",17,15.5,15.5,14.8,14.7,"","ST","REF","",114.8,"","Steam Turbine (Fossil)","New York","Suffolk","Babylon"
"367","Long Island Power Authority","Barrett 3","K",23706,"Island Park",59,36,"6/1/1970",18,17.9,23.4,16.3,19.8,"YES","GT","NG","FO2",3.7,"","Combustion Turbine","New York","Nassau","Island Park"
"368","Long Island Power Authority","Barrett 4","K",23707,"Island Park",59,36,"7/1/1970",18,17.7,23.1,16.6,19.8,"YES","GT","NG","FO2",4.6,"","Combustion Turbine","New York","Nassau","Island Park"
"369","Long Island Power Authority","Barrett 5","K",23708,"Island Park",59,36,"7/1/1970",18,17.8,23.3,15.4,20.7,"YES","GT","NG","FO2",3.4,"","Combustion Turbine","New York","Nassau","Island Park"
"370","Long Island Power Authority","Barrett 6","K",23709,"Island Park",59,36,"7/1/1970",18,17.8,23.3,17.2,19.7,"YES","GT","NG","FO2",2.3,"","Combustion Turbine","New York","Nassau","Island Park"
"371","Long Island Power Authority","Barrett 8","K",23711,"Island Park",59,36,"7/1/1970",18,17.3,22.6,15.9,20.3,"YES","GT","NG","FO2",2.9,"","Combustion Turbine","New York","Nassau","Island Park"
"372","Long Island Power Authority","Barrett 9","K",23700,"Island Park",59,36,"6/1/1971",41.8,43.4,55.2,40.7,49.9,"YES","JE","NG","FO2",9.7,"","Jet Engine","New York","Nassau","Island Park"
"373","Long Island Power Authority","Barrett 10","K",23701,"Island Park",59,36,"6/1/1971",41.8,42.7,54.3,41.6,50.4,"YES","JE","NG","FO2",8.9,"","Jet Engine","New York","Nassau","Island Park"
"374","Long Island Power Authority","Barrett 11","K",23702,"Island Park",59,36,"6/1/1971",41.8,43.3,55.1,41.2,49.9,"YES","JE","NG","FO2",19.2,"","Jet Engine","New York","Nassau","Island Park"
"375","Long Island Power Authority","Barrett 12","K",23703,"Island Park",59,36,"6/1/1971",41.8,44,56,40.7,50.4,"YES","JE","NG","FO2",14.4,"","Jet Engine","New York","Nassau","Island Park"
"376","Long Island Power Authority","Barrett GT 1","K",23704,"Island Park",59,36,"6/1/1970",18,18.1,23.6,17.9,20.4,"YES","GT","NG","FO2",5.5,"","Combustion Turbine","New York","Nassau","Island Park"
"377","Long Island Power Authority","Barrett GT 2","K",23705,"Island Park",59,36,"6/1/1970",18,17.4,22.7,16.9,20.3,"YES","GT","NG","FO2",2.4,"","Combustion Turbine","New York","Nassau","Island Park"
"378","Long Island Power Authority","Barrett ST 1","K",23545,"Island Park",59,36,"11/1/1956",188,200.2,200.2,194.7,197.5,"YES","ST","NG","FO6",847.4,"","Steam Turbine (Fossil)","New York","Nassau","Island Park"
"379","Long Island Power Authority","Barrett ST 2","K",23546,"Island Park",59,36,"10/1/1963",188,197.5,197.5,193.7,192.5,"YES","ST","NG","FO6",433.3,"","Steam Turbine (Fossil)","New York","Nassau","Island Park"
"380","Long Island Power Authority","Bethpage 3","K",323564,"Hicksville",59,36,"5/1/2005",96,79.9,91.4,77.9,77.1,"","CC","NG","",169.1,"","Combined Cycle","New York","Nassau","Hicksville"
"381","Long Island Power Authority","Caithness_CC_1","K",323624,"Brookhaven",103,36,"8/1/2009",375,315.6,389.8,315.6,367.2,"YES","CC","NG","FO2",2415.2,"","Combined Cycle","New York","Suffolk","Brookhaven"
"382","Long Island Power Authority","East Hampton 2","K",23722,"E Hampton",103,36,"12/1/1962",2,2,2,2,2,"","IC","FO2","",0.3,"","Internal Combustion","New York","Suffolk","E Hampton"
"383","Long Island Power Authority","East Hampton 3","K",23722,"E Hampton",103,36,"12/1/1962",2,2,2,2,2,"","IC","FO2","",0.4,"","Internal Combustion","New York","Suffolk","E Hampton"
"384","Long Island Power Authority","East Hampton 4","K",23722,"E Hampton",103,36,"12/1/1962",2,2,2,2,2,"","IC","FO2","",0.4,"","Internal Combustion","New York","Suffolk","E Hampton"
"385","Long Island Power Authority","East Hampton GT 1","K",23717,"E Hampton",103,36,"12/1/1970",21.3,19.2,24.4,18.8,23.9,"","JE","FO2","",6.5,"","Jet Engine","New York","Suffolk","E Hampton"
"386","Long Island Power Authority","Far Rockaway GT1","K",24212,"Far Rockaway",81,36,"7/1/2002",60.5,53.5,73.1,53.5,58.4,"","JE","NG","",99.6,"","Jet Engine","New York","Queens","Far Rockaway"
"387","Long Island Power Authority","Far Rockaway GT2","K",23815,"Jamaica Bay",81,36,"7/2/2003",60.5,55.4,75.7,54.5,54.3,"","JE","KER","",7.4,"","Jet Engine","New York","Queens","Jamaica Bay"
"388","Long Island Power Authority","Glenwood GT 1","K",23712,"Glenwood",59,36,"4/1/1967",16,14.6,19.1,11.9,13.9,"","GT","FO2","",0,"","Combustion Turbine","New York","Nassau","Glenwood"
"389","Long Island Power Authority","Glenwood GT 2","K",23688,"Glenwood",59,36,"6/1/1972",55,52.7,68.8,53.4,62.5,"","GT","FO2","",0.2,"","Combustion Turbine","New York","Nassau","Glenwood"
"390","Long Island Power Authority","Glenwood GT 3","K",23689,"Glenwood",59,36,"6/1/1972",55,52.7,68.8,54.2,64.5,"","GT","FO2","",0.6,"","Combustion Turbine","New York","Nassau","Glenwood"
"391","Long Island Power Authority","Glenwood GT 4","K",24219,"Glenwood",59,36,"6/1/2002",53,40.3,47.6,41,46.1,"YES","GT","NG","FO2",57.9,"","Combustion Turbine","New York","Nassau","Glenwood"
"392","Long Island Power Authority","Glenwood GT 5","K",24220,"Glenwood",59,36,"6/1/2002",53,40,47.3,39.8,46.3,"YES","GT","NG","FO2",42.8,"","Combustion Turbine","New York","Nassau","Glenwood"
"393","Long Island Power Authority","Greenport GT1","K",23814,"Greenport",103,36,"7/2/2003",54,51.9,52.4,53.5,55.3,"","JE","FO2","",8.8,"","Jet Engine","New York","Suffolk","Greenport"
"394","Long Island Power Authority","Hempstead (RR)","K",23647,"Hempstead",59,36,"10/1/1989",78.6,73.7,73.7,74.3,75.2,"","ST","REF","",593.5,"","Steam Turbine (Fossil)","New York","Nassau","Hempstead"
"395","Long Island Power Authority","Holtsville 1","K",23690,"Holtsville",103,36,"7/1/1974",56.7,55.1,70.1,57.4,64.8,"","JE","FO2","",0.6,"","Jet Engine","New York","Suffolk","Holtsville"
"396","Long Island Power Authority","Holtsville 2","K",23691,"Holtsville",103,36,"7/1/1974",56.7,55.3,70.3,53.1,63.5,"","JE","FO2","",0.4,"","Jet Engine","New York","Suffolk","Holtsville"
"397","Long Island Power Authority","Holtsville 3","K",23692,"Holtsville",103,36,"7/1/1974",56.7,52.1,66.3,52.6,63.1,"","JE","FO2","",1,"","Jet Engine","New York","Suffolk","Holtsville"
"398","Long Island Power Authority","Holtsville 4","K",23693,"Holtsville",103,36,"7/1/1974",56.7,52.7,67,52.4,63.2,"","JE","FO2","",2.4,"","Jet Engine","New York","Suffolk","Holtsville"
"399","Long Island Power Authority","Holtsville 5","K",23694,"Holtsville",103,36,"7/1/1974",56.7,53.3,67.8,55,64.8,"","JE","FO2","",0.4,"","Jet Engine","New York","Suffolk","Holtsville"
"400","Long Island Power Authority","Holtsville 6","K",23695,"Holtsville",103,36,"7/1/1975",56.7,53,67.4,48.9,62.3,"","JE","FO2","",3,"","Jet Engine","New York","Suffolk","Holtsville"
"401","Long Island Power Authority","Holtsville 7","K",23696,"Holtsville",103,36,"7/1/1975",56.7,55.1,70.1,53.3,64.1,"","JE","FO2","",0.8,"","Jet Engine","New York","Suffolk","Holtsville"
"402","Long Island Power Authority","Holtsville 8","K",23697,"Holtsville",103,36,"7/1/1975",56.7,57.4,73,52.4,66.4,"","JE","FO2","",1.2,"","Jet Engine","New York","Suffolk","Holtsville"
"403","Long Island Power Authority","Holtsville 9","K",23698,"Holtsville",103,36,"7/1/1975",56.7,57.5,73.1,56.1,71.2,"","JE","FO2","",0.9,"","Jet Engine","New York","Suffolk","Holtsville"
"404","Long Island Power Authority","Holtsville 10","K",23699,"Holtsville",103,36,"7/1/1975",56.7,55.1,70.1,53.8,66.7,"","JE","FO2","",2.6,"","Jet Engine","New York","Suffolk","Holtsville"
"405","Long Island Power Authority","Huntington (RR)","K",323705,"Huntington",103,36,"12/1/1991",28,24.7,24.7,24.3,24.3,"","ST","REF","",193.9,"","Steam Turbine (Fossil)","New York","Suffolk","Huntington"
"406","Long Island Power Authority","Islip (RR)","K",323679,"Ronkonkoma",103,36,"3/1/1990",12.5,11.2,11.2,8.3,8.7,"","ST","REF","",55.9,"","Steam Turbine (Fossil)","New York","Suffolk","Ronkonkoma"
"407","Long Island Power Authority","Long Island Solar Farm","K",323691,"Upton",103,36,"11/1/2011",31.5,31.5,31.5,31.5,31.5,"","PV","SUN","",47.3,"","Photovoltaic","New York","Suffolk","Upton"
"408","Long Island Power Authority","Northport 1","K",23551,"Northport",103,36,"7/1/1967",387,395,395,399.5,397,"YES","ST","NG","FO6",342,"","Steam Turbine (Fossil)","New York","Suffolk","Northport"
"409","Long Island Power Authority","Northport 2","K",23552,"Northport",103,36,"6/1/1968",387,396,396,396.5,398.7,"YES","ST","NG","FO6",132,"","Steam Turbine (Fossil)","New York","Suffolk","Northport"
"410","Long Island Power Authority","Northport 3","K",23553,"Northport",103,36,"7/1/1972",387,399.2,399.2,399.5,392.5,"YES","ST","NG","FO6",289.8,"","Steam Turbine (Fossil)","New York","Suffolk","Northport"
"411","Long Island Power Authority","Northport 4","K",23650,"Northport",103,36,"12/1/1977",387,399.2,399.2,380.2,383.5,"YES","ST","NG","FO6",863.6,"","Steam Turbine (Fossil)","New York","Suffolk","Northport"
"412","Long Island Power Authority","Northport GT","K",23718,"Northport",103,36,"3/1/1967",16,13.8,18,11.7,15.5,"","GT","FO2","",0,"","Combustion Turbine","New York","Suffolk","Northport"
"413","Long Island Power Authority","Oceanside (LF)","K",5008,"Oceanside",59,36,"2/1/1991",2.1,1.1,1.1,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Nassau","Oceanside"
"414","Long Island Power Authority","Oyster Bay (LF)","K",5009,"Bethpage",59,36,"7/1/1986",1.3,0,0,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Nassau","Bethpage"
"415","Long Island Power Authority","Pilgrim GT1","K",24216,"Brentwood",103,36,"8/1/2002",50,45.6,45.6,45.3,46.4,"","GT","NG","",37.3,"","Combustion Turbine","New York","Suffolk","Brentwood"
"416","Long Island Power Authority","Pilgrim GT2","K",24217,"Brentwood",103,36,"8/1/2002",50,46.2,46.2,45.1,46.7,"","GT","NG","",34.8,"","Combustion Turbine","New York","Suffolk","Brentwood"
"417","Long Island Power Authority","Pinelawn Power 1","K",323563,"Babylon",103,36,"6/1/2005",82,78,78,75.7,78.2,"YES","CC","NG","KER",126.1,"","Combined Cycle","New York","Suffolk","Babylon"
"418","Long Island Power Authority","Port Jefferson 3","K",23555,"Port Jefferson",103,36,"11/1/1958",188,194.5,194.5,191.2,197,"YES","ST","FO6","NG",86.3,"","Steam Turbine (Fossil)","New York","Suffolk","Port Jefferson"
"419","Long Island Power Authority","Port Jefferson 4","K",23616,"Port Jefferson",103,36,"11/1/1960",188,198.7,198.7,194,198.7,"YES","ST","FO6","NG",112.2,"","Steam Turbine (Fossil)","New York","Suffolk","Port Jefferson"
"420","Long Island Power Authority","Port Jefferson GT 1","K",23713,"Port Jefferson",103,36,"12/1/1966",16,14.1,18.4,12.6,15.5,"","GT","FO2","",0,"","Combustion Turbine","New York","Suffolk","Port Jefferson"
"421","Long Island Power Authority","Port Jefferson GT 2","K",24210,"Port Jefferson",103,36,"7/1/2002",53,42,49.6,41,46.4,"YES","GT","NG","FO2",23.7,"","Combustion Turbine","New York","Suffolk","Port Jefferson"
"422","Long Island Power Authority","Port Jefferson GT 3","K",24211,"Port Jefferson",103,36,"7/1/2002",53,41.1,48.6,41,47,"YES","GT","NG","FO2",19.1,"","Combustion Turbine","New York","Suffolk","Port Jefferson"
"423","Long Island Power Authority","S Hampton 1","K",23720,"South Hampton",103,36,"3/1/1963",11.5,10.3,13.5,8.5,10.9,"","GT","FO2","",0.9,"","Combustion Turbine","New York","Suffolk","South Hampton"
"424","Long Island Power Authority","Shoreham 1","K",23715,"Shoreham",103,36,"7/1/1971",52.9,48.9,63.9,49.3,67.5,"","GT","FO2","",0.5,"","Combustion Turbine","New York","Suffolk","Shoreham"
"425","Long Island Power Authority","Shoreham 2","K",23716,"Shoreham",103,36,"4/1/1984",18.6,18.5,23.5,16,22.8,"","JE","FO3","",0.2,"","Jet Engine","New York","Suffolk","Shoreham"
"426","Long Island Power Authority","Shoreham GT3","K",24213,"Shoreham",103,36,"8/1/2002",50,45.4,45.4,45.8,46.2,"","GT","FO4","",2.5,"","Combustion Turbine","New York","Suffolk","Shoreham"
"427","Long Island Power Authority","Shoreham GT4","K",24214,"Shoreham",103,36,"8/1/2002",50,43.9,43.9,45.2,46,"","GT","FO5","",2,"","Combustion Turbine","New York","Suffolk","Shoreham"
"428","Long Island Power Authority","Smithtown (LF)","K",5010,"Smithtown",103,36,"12/1/1985",1.1,0,0,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Suffolk","Smithtown"
"429","Long Island Power Authority","South Oaks Hosp","K",5011,"Amityville",103,36,"6/1/1990",1,0,0,0,0,"","IC","NG","",NA,"","Internal Combustion","New York","Suffolk","Amityville"
"430","Long Island Power Authority","Southold 1","K",23719,"Southold",103,36,"8/1/1964",14,12.3,16.1,10.2,12.7,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Suffolk","Southold"
"431","Long Island Power Authority","Wading River 1","K",23522,"Shoreham",103,36,"8/1/1989",79.5,81.2,106.1,78.7,99.6,"","GT","FO2","",1.3,"","Combustion Turbine","New York","Suffolk","Shoreham"
"432","Long Island Power Authority","Wading River 2","K",23547,"Shoreham",103,36,"8/1/1989",79.5,81.3,106.2,75.5,101.8,"","GT","FO2","",0.9,"","Combustion Turbine","New York","Suffolk","Shoreham"
"433","Long Island Power Authority","Wading River 3","K",23601,"Shoreham",103,36,"8/1/1989",79.5,81.3,106.2,77.8,100.5,"","GT","FO2","",3.5,"","Combustion Turbine","New York","Suffolk","Shoreham"
"434","Long Island Power Authority","West Babylon 4","K",23714,"West Babylon",103,36,"8/1/1971",52.4,49,64,50,66.9,"","GT","FO2","",0.7,"","Combustion Turbine","New York","Suffolk","West Babylon"
"435","Long Island Power Authority","Yaphank (LF)","K",5012,"Yaphank",103,36,"9/1/1983",1.6,1.5,1.5,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Suffolk","Yaphank"
"436","Lyonsdale Biomass LLC","Lyonsdale","E",23803,"Lyonsdale",49,36,"8/1/1992",21.1,20.2,20.2,19.3,20.3,"","ST","WD","",97.7,"","Steam Turbine (Fossil)","New York","Lewis","Lyonsdale"
"437","Madison Windpower LLC","Madison Wind Power ","E",24146,"Madison",53,36,"9/1/2000",11.6,11.5,11.5,11.6,11.6,"","WT","WND","",20.8,"","Wind Turbine","New York","Madison","Madison"
"438","Marble River LLC","Marble River Wind","D",323696,"Ellenburg",19,36,"7/1/2012",215.2,215.2,215.2,215.2,215.2,"","WT","WND","",542.2,"","Wind Turbine","New York","Clinton","Ellenburg"
"439","Marsh Hill Energy LLC","Marsh Hill Wind Farm","C",323713,"Jasper",101,36,"12/1/2014",16.2,0,0,0,0,"","WT","WND","",48.8,"","Wind Turbine","New York","Steuben","Jasper"
"440","Model City Energy LLC","Model City Energy","A",24167,"Lewiston",63,36,"6/1/2001",5.6,5.6,5.6,5.6,5.6,"","IC","MTE","",39.6,"","Internal Combustion","New York","Niagara","Lewiston"
"441","Modern Innovative Energy LLC","Modern LF","A",323580,"Lewiston",63,36,"2/1/2006",6.4,6.4,6.4,6.4,6.4,"","IC","MTE","",21.4,"","Internal Combustion","New York","Niagara","Lewiston"
"442","New Athens Generating Co LLC","Athens 1","F",23668,"Athens",39,36,"5/1/2004",441,316.6,399.9,333.5,401.8,"YES","CC","NG","FO2",1697.8,"","Combined Cycle","New York","Greene","Athens"
"443","New Athens Generating Co LLC","Athens 2","F",23670,"Athens",39,36,"5/1/2004",441,315.6,398.6,329.5,406.9,"YES","CC","NG","FO2",1045.6,"","Combined Cycle","New York","Greene","Athens"
"444","New Athens Generating Co LLC","Athens 3","F",23677,"Athens",39,36,"5/1/2004",441,312.8,395.1,331.1,394.1,"YES","CC","NG","FO2",1147.4,"","Combined Cycle","New York","Greene","Athens"
"445","New York Power Authority","Ashokan 1","G",23654,"Ashokan",111,36,"11/1/1982",2.3,1.8,1.8,2.3,2.3,"","HY","WAT","",4.9,"","Conventional Hydro","New York","Ulster","Ashokan"
"446","New York Power Authority","Ashokan 2","G",23654,"Ashokan",111,36,"11/1/1982",2.3,1.8,1.8,2.3,2.3,"","HY","WAT","",8.3,"","Conventional Hydro","New York","Ulster","Ashokan"
"447","New York Power Authority","Astoria CC 1","J",323568,"Queens",81,36,"1/1/2006",288,246.2,270.2,234.2,260,"YES","CC","NG","FO2",2242.3,"G","Combined Cycle","New York","Queens","Queens"
"448","New York Power Authority","Astoria CC 2","J",323569,"Queens",81,36,"1/1/2006",288,246.2,270.2,234.2,260,"YES","CC","NG","FO2",NA,"","Combined Cycle","New York","Queens","Queens"
"449","New York Power Authority","Blenheim-Gilboa 1","F",23756,"Gilboa",95,36,"7/1/1973",290,290.7,290.7,292.4,292.4,"","PS","WAT","",82.1,"","Pumped Storage Hydro","New York","Schoharie","Gilboa"
"450","New York Power Authority","Blenheim-Gilboa 2","F",23757,"Gilboa",95,36,"7/1/1973",290,291.2,291.2,291.8,292,"","PS","WAT","",174.2,"","Pumped Storage Hydro","New York","Schoharie","Gilboa"
"451","New York Power Authority","Blenheim-Gilboa 3","F",23758,"Gilboa",95,36,"7/1/1973",290,291.7,291.7,291.8,292.5,"","PS","WAT","",22.9,"","Pumped Storage Hydro","New York","Schoharie","Gilboa"
"452","New York Power Authority","Blenheim-Gilboa 4","F",23759,"Gilboa",95,36,"7/1/1973",290,291.5,291.5,292.6,293,"","PS","WAT","",72.2,"","Pumped Storage Hydro","New York","Schoharie","Gilboa"
"453","New York Power Authority","Brentwood","K",24164,"Brentwood",103,36,"8/1/2001",47,47.1,47.1,45.5,46.4,"","GT","NG","",50.2,"","Combustion Turbine","New York","Suffolk","Brentwood"
"454","New York Power Authority","Crescent 1","F",24018,"Crescent",1,36,"7/1/1991",2.8,3.2,3.2,2.8,2.8,"","HY","WAT","",14.1,"","Conventional Hydro","New York","Albany","Crescent"
"455","New York Power Authority","Crescent 2","F",24018,"Crescent",1,36,"7/1/1991",2.8,3.2,3.2,2.8,2.8,"","HY","WAT","",16.9,"","Conventional Hydro","New York","Albany","Crescent"
"456","New York Power Authority","Crescent 3","F",24018,"Crescent",1,36,"7/1/1991",3,3.2,3.2,3,3,"","HY","WAT","",17,"","Conventional Hydro","New York","Albany","Crescent"
"457","New York Power Authority","Crescent 4","F",24018,"Crescent",1,36,"7/1/1991",3,3.2,3.2,3,3,"","HY","WAT","",18.5,"","Conventional Hydro","New York","Albany","Crescent"
"458","New York Power Authority","Flynn","K",23794,"Holtsville",103,36,"5/1/1994",170,135.5,168.4,137.7,162.7,"YES","CC","NG","FO2",969.3,"","Combined Cycle","New York","Suffolk","Holtsville"
"459","New York Power Authority","Gowanus 5","J",24156,"Brooklyn",47,36,"8/1/2001",47,45.4,45.4,40,40,"","GT","NG","",52.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"460","New York Power Authority","Gowanus 6","J",24157,"Brooklyn",47,36,"8/1/2001",47,46.1,46.1,39.9,39.9,"","GT","NG","",37.6,"","Combustion Turbine","New York","Kings","Brooklyn"
"461","New York Power Authority","Grahamsville","G",23607,"Grahamsville",105,36,"12/1/1956",18,16.3,16.3,18,18,"","HY","WAT","",87.4,"","Conventional Hydro","New York","Sullivan","Grahamsville"
"462","New York Power Authority","Greenport IC 4","K",1652,"Greenport",103,36,"6/6/1957",1.2,1.7,1.7,0.9,1.1,"","IC","FO2","",0,"","Internal Combustion","New York","Suffolk","Greenport"
"463","New York Power Authority","Greenport IC 5","K",1652,"Greenport",103,36,"7/8/1965",1.8,1.7,1.7,1.4,1.6,"","IC","FO2","",0,"","Internal Combustion","New York","Suffolk","Greenport"
"464","New York Power Authority","Greenport IC 6","K",1652,"Greenport",103,36,"9/17/1971",3.8,2.7,2.7,3,2.6,"","IC","FO2","",0,"","Internal Combustion","New York","Suffolk","Greenport"
"465","New York Power Authority","Harlem River 1","J",24160,"Bronx",5,36,"8/1/2001",47,46,46,39.9,39.9,"","GT","NG","",12.7,"","Combustion Turbine","New York","Bronx","Bronx"
"466","New York Power Authority","Harlem River 2","J",24161,"Bronx",5,36,"8/1/2001",47,45.2,45.2,40,40,"","GT","NG","",10.9,"","Combustion Turbine","New York","Bronx","Bronx"
"467","New York Power Authority","Hellgate 1","J",24158,"Bronx",5,36,"8/1/2001",47,45,45,39.9,39.9,"","GT","NG","",16.2,"","Combustion Turbine","New York","Bronx","Bronx"
"468","New York Power Authority","Hellgate 2","J",24159,"Bronx",5,36,"8/1/2001",47,45,45,40,40,"","GT","NG","",12.7,"","Combustion Turbine","New York","Bronx","Bronx"
"469","New York Power Authority","Jarvis 1","E",23743,"Hinckley",65,36,"7/1/1991",4.5,4.5,4.5,4.5,4.5,"","HY","WAT","",16.5,"","Conventional Hydro","New York",NA,"Hinckley"
"470","New York Power Authority","Jarvis 2","E",23743,"Hinckley",65,36,"7/1/1991",4.5,4.5,4.5,4.5,4.5,"","HY","WAT","",20.6,"","Conventional Hydro","New York",NA,"Hinckley"
"471","New York Power Authority","Kent","J",24152,"Brooklyn",47,36,"8/1/2001",47,46.9,46.9,46,46.6,"","GT","NG","",39,"","Combustion Turbine","New York","Kings","Brooklyn"
"472","New York Power Authority","Lewiston PS (Fleet)","A",23760,"Niagara Falls",63,36,"1/1/1961",240,240,240,240,240,"","PS","WAT","",443.9,"","Pumped Storage Hydro","New York","Niagara","Niagara Falls"
"473","New York Power Authority","Moses Niagara (Fleet)","A",23760,"Niagara Falls",63,36,"1/1/1961",2860,2460,2460,2435,2435,"","HY","WAT","",15785.7,"","Conventional Hydro","New York","Niagara","Niagara Falls"
"474","New York Power Authority","Neversink","G",23608,"Grahamsville",105,36,"12/1/1953",25,22,22,25,25,"","HY","WAT","",27.4,"","Conventional Hydro","New York","Sullivan","Grahamsville"
"475","New York Power Authority","Pouch","J",24155,"Staten Island",85,36,"8/1/2001",47,47.1,47.1,45.4,46,"","GT","NG","",45.9,"","Combustion Turbine","New York","Richmond","Staten Island"
"476","New York Power Authority","St Lawrence -FDR (Fleet)","D",23600,"Massena",89,36,"7/1/1958",1088,856,856,856,827,"","HY","WAT","",7651.5,"","Conventional Hydro","New York","St Lawrence","Massena"
"477","New York Power Authority","Vernon Blvd 2","J",24162,"Queens",81,36,"8/1/2001",47,46.2,46.2,40,40,"","GT","NG","",30,"","Combustion Turbine","New York","Queens","Queens"
"478","New York Power Authority","Vernon Blvd 3","J",24163,"Queens",81,36,"8/1/2001",47,43.8,43.8,39.9,39.9,"","GT","NG","",21.4,"","Combustion Turbine","New York","Queens","Queens"
"479","New York Power Authority","Vischer Ferry 1","F",24020,"Vischer Ferry",91,36,"7/1/1991",2.8,3.2,3.2,2.8,2.9,"","HY","WAT","",6.4,"","Conventional Hydro","New York","Saratoga","Vischer Ferry"
"480","New York Power Authority","Vischer Ferry 2","F",24020,"Vischer Ferry",91,36,"7/1/1991",2.8,3.2,3.2,2.8,2.9,"","HY","WAT","",11.9,"","Conventional Hydro","New York","Saratoga","Vischer Ferry"
"481","New York Power Authority","Vischer Ferry 3","F",24020,"Vischer Ferry",91,36,"7/1/1991",3,3.2,3.2,3,2.9,"","HY","WAT","",14.7,"","Conventional Hydro","New York","Saratoga","Vischer Ferry"
"482","New York Power Authority","Vischer Ferry 4","F",24020,"Vischer Ferry",91,36,"7/1/1991",3,3.2,3.2,3,2.9,"","HY","WAT","",16.7,"","Conventional Hydro","New York","Saratoga","Vischer Ferry"
"483","New York State Elec.& Gas Corp","AA Dairy","C",5013,"Ithaca",109,36,"6/1/1998",0.1,0,0,0,0,"","IC","MTE","",NA,"","Internal Combustion","New York","Tompkins","Ithaca"
"484","New York State Elec.& Gas Corp","Alice Falls 1","D",23915,"Ausable",19,36,"11/1/1991",1.5,1.6,1.6,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Clinton","Ausable"
"485","New York State Elec.& Gas Corp","Alice Falls 2","D",23915,"Ausable",19,36,"11/1/1991",0.6,0.6,0.6,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Clinton","Ausable"
"486","New York State Elec.& Gas Corp","Allegheny 8","C",23528,"Kittanning",5,42,"10/1/1990",16,14.7,14.7,16,16,"","HY","WAT","",93.7,"","Conventional Hydro","Pennsylvania","Armstrong","Kittanning"
"487","New York State Elec.& Gas Corp","Allegheny 9","C",23528,"Kittanning",5,42,"10/1/1990",22,20.2,20.2,22,22,"","HY","WAT","",99,"","Conventional Hydro","Pennsylvania","Armstrong","Kittanning"
"488","New York State Elec.& Gas Corp","Auburn - Mill St","C",5014,"Auburn",11,36,"10/1/1981",0.4,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Cayuga","Auburn"
"489","New York State Elec.& Gas Corp","Auburn - No. Div.St","C",5015,"Auburn",11,36,"12/1/1992",0.8,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Cayuga","Auburn"
"490","New York State Elec.& Gas Corp","Auburn - State St.","C",24147,"Auburn",11,36,"1/1/1995",7.4,5.8,8.2,3.7,7.3,"","GT","NG","",0.1,"","Combustion Turbine","New York","Cayuga","Auburn"
"491","New York State Elec.& Gas Corp","Broome LFGE","C",323600,"Binghamton",7,36,"9/1/2007",2.4,2.1,2.1,2.1,2.1,"","IC","MTE","",9.6,"","Internal Combustion","New York","Broome","Binghamton"
"492","New York State Elec.& Gas Corp","Chasm Falls Hydro","D",5016,"Chateaugay",33,36,"3/1/1982",1.6,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Franklin","Chateaugay"
"493","New York State Elec.& Gas Corp","Croton Falls Hydro","I",5017,"North Salem",119,36,"1/1/1987",0.2,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Westchester","North Salem"
"494","New York State Elec.& Gas Corp","Harris Lake","D",5018,"Newcomb",31,36,"8/1/1967",1.7,0,0,0,0,"","IC","FO2","",NA,"","Internal Combustion","New York","Essex","Newcomb"
"495","New York State Elec.& Gas Corp","Montville Falls","C",5019,"Moravia",11,36,"8/1/1992",0.2,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Cayuga","Moravia"
"496","New York State Elec.& Gas Corp","Waterloo 2","C",5020,"Waterloo",99,36,"6/1/1998",0.5,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Seneca","Waterloo"
"497","New York State Elec.& Gas Corp","Waterloo 3","C",5021,"Waterloo",99,36,"6/1/1998",0.5,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Seneca","Waterloo"
